Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
4320008,Sapucaia do Sul (RS),3538477,417941,3857,1023282,1362280,731116
4320107,Sarandi (RS),1002035,121612,97166,164231,488432,130595
4320206,Seberi (RS),383297,34261,84985,33443,167521,63087
4320230,Sede Nova (RS),118326,7567,51632,6765,32581,19780
4320263,Segredo (RS),130004,3232,56035,5345,27802,37590
4320305,Selbach (RS),232445,26621,69371,16204,88061,32188
4320321,Senador Salgado Filho (RS),93200,5387,42680,4181,20802,20149
4320354,Sentinela do Sul (RS),88503,4011,30426,7766,17889,28411
4320404,Serafina Corrêa (RS),669491,68427,56531,147159,298172,99202
4320453,Sério (RS),48134,1601,22947,2873,7386,13328
4320503,Sertão (RS),300643,12714,153516,19624,77849,36939
4320552,Sertão Santana (RS),281178,43071,34218,44737,122002,37150
4320578,Sete de Setembro (RS),67671,1811,34701,2950,11544,16665
4320602,Severiano de Almeida (RS),107144,4603,40034,6170,32245,24092
4320651,Silveira Martins (RS),59027,2386,18631,3154,16399,18457
4320677,Sinimbu (RS),210208,10570,65285,9777,69055,55521
4320701,Sobradinho (RS),383785,27579,47467,30384,200395,77961
4320800,Soledade (RS),945728,89784,126989,139865,435977,153113
4320859,Tabaí (RS),102620,3859,41544,5080,23889,28248
4320909,Tapejara (RS),1240738,184363,75300,412567,437516,130992
4321006,Tapera (RS),481617,68052,61716,70825,222771,58253
4321105,Tapes (RS),369424,20230,83747,32391,142430,90626
4321204,Taquara (RS),1430833,121344,18463,217998,796739,276288
4321303,Taquari (RS),827471,94112,78516,240502,289242,125099
4321329,Taquaruçu do Sul (RS),128009,13204,36264,6052,51255,21234
4321352,Tavares (RS),91209,3456,25936,2896,27432,31489
4321402,Tenente Portela (RS),482822,32070,81247,32357,264888,72260
4321436,Terra de Areia (RS),242557,22571,15165,16615,129474,58733
4321451,Teutônia (RS),1532249,179969,63585,517449,589463,181783
4321469,Tio Hugo (RS),112828,10171,28350,4588,47877,21842
4321477,Tiradentes do Sul (RS),137882,9539,50445,6020,40547,31331
4321493,Toropi (RS),69857,3672,24171,2262,20679,19072
4321501,Torres (RS),1265563,81042,33194,152692,764707,233929
4321600,Tramandaí (RS),1107333,76156,13566,98990,630103,288517
4321626,Travesseiro (RS),61531,2276,23882,13032,7094,15247
4321634,Três Arroios (RS),96437,5999,38566,4379,27301,20191
4321667,Três Cachoeiras (RS),270755,27478,25851,25226,136930,55270
4321709,Três Coroas (RS),894292,109233,7747,373078,263545,140690
4321808,Três de Maio (RS),1110402,128438,102955,140980,600084,137944
4321832,Três Forquilhas (RS),58031,1537,22777,2871,10974,19871
4321857,Três Palmeiras (RS),146282,9013,49811,16669,44939,25850
4321907,Três Passos (RS),919378,91810,93929,147021,452588,134029
4321956,Trindade do Sul (RS),210792,15406,60719,33825,64921,35921
4322004,Triunfo (RS),8372535,2038038,78457,3821518,2150244,284278
4322103,Tucunduva (RS),224684,18694,56174,10037,103966,35814
4322152,Tunas (RS),80847,3737,30614,3109,17297,26090
4322186,Tupanci do Sul (RS),58305,2029,27320,2778,12797,13380
4322202,Tupanciretã (RS),1207657,94270,450700,49032,473079,140576
4322251,Tupandi (RS),498963,55615,41227,290042,79184,32895
4322301,Tuparendi (RS),296943,27808,72409,17831,133601,45294
4322327,Turuçu (RS),104930,4858,43195,4527,27040,25309
4322343,Ubiretama (RS),65642,2303,32192,1683,12852,16613
4322350,União da Serra (RS),53080,1327,29570,2059,8084,12039
4322376,Unistalda (RS),72200,1772,36778,2438,13648,17564
4322400,Uruguaiana (RS),2885239,217583,373301,256680,1403693,633982
4322509,Vacaria (RS),2458674,226425,444586,239041,1196909,351714
4322525,Vale Verde (RS),91130,3118,42130,6192,16960,22731
4322533,Vale do Sol (RS),239452,8760,98075,12913,58612,61092
4322541,Vale Real (RS),149377,11756,24491,31556,47432,34142
4322558,Vanini (RS),64540,1920,26869,2746,16121,16884
4322608,Venâncio Aires (RS),3464550,450265,216121,1038386,1381389,378390
4322707,Vera Cruz (RS),700595,84974,70267,116280,285157,143917
4322806,Veranópolis (RS),1548836,209575,40873,583919,574216,140252
4322855,Vespasiano Corrêa (RS),69771,3815,34947,3116,14031,13863
4322905,Viadutos (RS),148940,5590,60521,9430,45400,27999
4323002,Viamão (RS),4040357,354801,113037,626455,1776616,1169448
4323101,Vicente Dutra (RS),101318,2436,45433,4200,21327,27923
4323200,Victor Graeff (RS),166455,11230,65636,14700,51465,23424
4323309,Vila Flores (RS),219573,28961,24072,93436,48844,24260
4323358,Vila Lângaro (RS),107802,6893,48677,10109,22874,19249
4323408,Vila Maria (RS),223201,27975,63354,34391,69448,28032
4323457,Vila Nova do Sul (RS),118499,6228,38850,13338,30763,29321
4323507,Vista Alegre (RS),94228,6404,34052,6705,26955,20113
4323606,Vista Alegre do Prata (RS),56296,3288,24123,2258,12740,13887
4323705,Vista Gaúcha (RS),72248,3194,29382,3338,17301,19032
4323754,Vitória das Missões (RS),96830,7553,42190,5091,20518,21479
4323770,Westfália (RS),184659,19473,47234,53093,42077,22783
4323804,Xangri-lá (RS),554246,42612,1506,67293,301246,141589
5000203,Água Clara (MS),1128407,59594,372165,419757,150980,125912
5000252,Alcinópolis (MS),167817,12116,71383,6474,29507,48337
5000609,Amambai (MS),972596,91042,213481,85212,313641,269220
5000708,Anastácio (MS),500709,47307,63847,73627,161942,153986
5000807,Anaurilândia (MS),261049,17897,98447,18685,57585,68436
5000856,Angélica (MS),745063,68052,347844,120879,129884,78403
5000906,Antônio João (MS),374110,79859,68909,9704,150894,64743
5001003,Aparecida do Taboado (MS),1158833,115992,246505,318845,294697,182794
5001102,Aquidauana (MS),960591,81991,125344,76086,366543,310627
5001243,Aral Moreira (MS),505817,57091,211598,28448,121750,86931
5001508,Bandeirantes (MS),381407,27810,206577,23168,70889,52964
5001904,Bataguassu (MS),840573,84920,45076,272946,281401,156230
5002001,Batayporã (MS),388293,30419,118697,77035,78785,83357
5002100,Bela Vista (MS),551923,39660,147130,61076,139465,164592
5002159,Bodoquena (MS),220133,20961,33031,48167,50525,67449
5002209,Bonito (MS),793254,81054,167402,59624,330695,154479
5002308,Brasilândia (MS),600295,37284,364902,21973,87645,88492
5002407,Caarapó (MS),1244781,159480,313293,151016,409405,211587
5002605,Camapuã (MS),423271,37282,135890,21644,129126,99329
5002704,Campo Grande (MS),30234896,4263473,270624,3959414,15438984,6302400
5002803,Caracol (MS),120268,6342,47544,3955,17891,44537
5002902,Cassilândia (MS),636736,67949,97256,83388,245829,142315
5002951,Chapadão do Sul (MS),1875389,269660,489925,136513,769678,209613
5003108,Corguinho (MS),111254,6688,34922,5878,21440,42326
5003157,Coronel Sapucaia (MS),213905,11234,44825,12476,44836,100533
5003207,Corumbá (MS),2779589,213412,297112,396931,1028048,844086
5003256,Costa Rica (MS),1533551,115617,659702,280797,328172,149263
5003306,Coxim (MS),893569,90365,142371,78283,366331,216219
5003454,Deodápolis (MS),303917,25615,68314,29860,97623,82506
5003488,Dois Irmãos do Buriti (MS),212882,12407,55289,19007,48195,77984
5003504,Douradina (MS),128714,9959,28279,5053,42652,42771
5003702,Dourados (MS),9469925,1208404,584859,1333337,4757876,1585449
5003751,Eldorado (MS),356361,34079,80914,56204,101596,83568
5003801,Fátima do Sul (MS),492878,36839,37983,101000,189768,127288
5003900,Figueirão (MS),105019,8797,46352,4043,17743,28085
5004007,Glória de Dourados (MS),209739,14907,54565,11034,66028,63205
5004106,Guia Lopes da Laguna (MS),241759,17145,57572,31484,70034,65524
5004304,Iguatemi (MS),417190,31795,125693,49922,99518,110262
5004403,Inocência (MS),472700,30904,283709,26928,68733,62427
5004502,Itaporã (MS),810844,117143,201973,61975,270962,158791
5004601,Itaquiraí (MS),686324,59461,167903,153001,165098,140860
5004700,Ivinhema (MS),1382492,90429,404461,427880,298660,161062
5004809,Japorã (MS),107705,3671,23515,3847,14672,61999
5004908,Jaraguari (MS),198710,16742,83579,9548,37014,51828
5005004,Jardim (MS),596880,70122,59515,39997,254247,172999
5005103,Jateí (MS),302048,17196,188379,16790,36054,43629
5005152,Juti (MS),288696,17059,150575,26951,46795,47316
5005202,Ladário (MS),363279,30759,6381,25195,147805,153138
5005251,Laguna Carapã (MS),491939,40734,269474,22145,102223,57362
5005400,Maracaju (MS),2548145,379357,726690,162997,952069,327032
5005608,Miranda (MS),515588,42307,79575,33118,177613,182975
5005681,Mundo Novo (MS),544442,89692,23424,105890,202434,123002
5005707,Naviraí (MS),1908850,215170,263117,369795,676315,384453
5005806,Nioaque (MS),315152,20561,69966,52046,76879,95700
5006002,Nova Alvorada do Sul (MS),1542412,128286,587443,378893,285273,162517
5006200,Nova Andradina (MS),2159906,259907,336368,449864,764000,349767
5006259,Novo Horizonte do Sul (MS),178414,15000,82684,9381,37938,33411
5006275,Paraíso das Águas (MS),739129,36585,311888,255416,85863,49376
5006309,Paranaíba (MS),1372939,142043,168660,238099,547333,276805
5006358,Paranhos (MS),179494,7590,30160,8372,33617,99755
5006408,Pedro Gomes (MS),223208,22651,73266,9927,63479,53886
5006606,Ponta Porã (MS),3219046,421118,670139,295026,1232330,600432
5006903,Porto Murtinho (MS),354824,21684,113061,13109,77329,129640
5007109,Ribas do Rio Pardo (MS),1122848,75727,637077,74692,155935,179417
5007208,Rio Brilhante (MS),2334559,228479,700154,512155,621252,272519
5007307,Rio Negro (MS),105723,11127,23025,4602,30428,36542
5007406,Rio Verde de Mato Grosso (MS),482025,35639,127250,44912,130523,143701
5007505,Rochedo (MS),179099,12154,37374,47288,40747,41537
5007554,Santa Rita do Pardo (MS),255649,16129,100626,35881,42702,60311
5007695,São Gabriel do Oeste (MS),1574403,246076,304053,189705,621719,212849
5007703,Sete Quedas (MS),267435,24691,63086,25328,80413,73917
5007802,Selvíria (MS),2308147,28912,371044,1788296,48089,71807
5007901,Sidrolândia (MS),1992155,214806,623231,228963,549208,375947
5007935,Sonora (MS),764378,63253,257182,143312,170470,130160
5007950,Tacuru (MS),197851,13608,58486,7735,41024,76999
5007976,Taquarussu (MS),109803,5453,44180,5447,19192,35531
5008008,Terenos (MS),568694,45148,140298,121759,118831,142659
5008305,Três Lagoas (MS),10354138,862924,774408,5470219,2340933,905654
5008404,Vicentina (MS),266708,27489,53174,94188,48135,43722
5100102,Acorizal (MT),84334,9034,7179,18785,18462,30874
5100201,Água Boa (MT),1079838,116883,259020,75251,459877,168807
5100250,Alta Floresta (MT),1558714,190557,111065,174147,755715,327230
5100300,Alto Araguaia (MT),850664,60834,145098,266550,246666,131517
5100359,Alto Boa Vista (MT),123404,7536,38915,4166,27912,44874
5100409,Alto Garças (MT),662474,56941,298888,25133,201578,79934
5100508,Alto Paraguai (MT),122134,6142,21981,5446,26152,62413
5100607,Alto Taquari (MT),857782,48181,403802,151003,170577,84218
5100805,Apiacás (MT),166944,15031,23079,10190,55192,63451
5101001,Araguaiana (MT),68923,4277,24754,2064,13004,24824
5101209,Araguainha (MT),21074,1049,3642,761,4515,11107
5101258,Araputanga (MT),472442,49293,19259,150177,153237,100475
5101308,Arenápolis (MT),177236,14479,15975,13223,76220,57340
5101407,Aripuanã (MT),938896,84103,67297,472556,179383,135557
5101605,Barão de Melgaço (MT),90422,3833,20065,2429,15550,48544
5101704,Barra do Bugres (MT),1293217,101760,380432,297952,303211,209861
5101803,Barra do Garças (MT),2110337,215948,83576,322370,1116649,371794
5101852,Bom Jesus do Araguaia (MT),319518,22231,174987,11587,66864,43849
5101902,Brasnorte (MT),948544,68139,454758,55258,237982,132408
5102504,Cáceres (MT),1910180,194171,129346,157693,882921,546050
5102603,Campinápolis (MT),295587,18927,67826,29564,76746,102523
5102637,Campo Novo do Parecis (MT),3400993,294635,1323744,475285,1049960,257369
5102678,Campo Verde (MT),2367227,221886,887169,285277,695388,277508
5102686,Campos de Júlio (MT),1335513,87460,602312,277147,304727,63867
5102694,Canabrava do Norte (MT),128783,6832,63367,7783,19270,31531
5102702,Canarana (MT),1283434,133815,471242,51848,480361,146168
5102793,Carlinda (MT),179821,16985,41658,7512,52524,61142
5102850,Castanheira (MT),134848,9637,35085,10573,27657,51895
5103007,Chapada dos Guimarães (MT),717057,37917,244394,115261,191226,128259
5103056,Cláudia (MT),451015,33168,203202,23352,116277,75015
5103106,Cocalinho (MT),165708,12260,49641,32327,28999,42480
5103205,Colíder (MT),901588,113606,57865,149684,384783,195649
5103254,Colniza (MT),563233,45481,73988,75634,155101,213030
5103304,Comodoro (MT),733769,69711,172892,105232,247693,138242
5103353,Confresa (MT),882978,94556,107177,112556,382614,186075
5103361,Conquista D'Oeste (MT),97943,10504,17133,6053,33616,30638
5103379,Cotriguaçu (MT),226765,12283,36577,26609,39707,111587
5103403,Cuiabá (MT),24623843,3861626,22946,3015317,13823876,3900078
5103437,Curvelândia (MT),121274,5657,51319,12493,19545,32260
5103452,Denise (MT),558241,15827,407715,21096,59518,54085
5103502,Diamantino (MT),2450894,160295,1362646,201664,566079,160211
5103601,Dom Aquino (MT),320195,21814,162808,16791,67499,51283
5103700,Feliz Natal (MT),522405,33963,251635,35827,114709,86271
5103809,Figueirópolis D'Oeste (MT),59382,3952,12143,5125,13366,24796
5103858,Gaúcha do Norte (MT),539669,32562,328535,19914,102480,56178
5103908,General Carneiro (MT),227505,11778,138320,11174,30138,36095
5103957,Glória D'Oeste (MT),80532,4190,33732,5506,14608,22497
5104104,Guarantã do Norte (MT),879156,90930,54466,157020,364742,211997
5104203,Guiratinga (MT),419181,22725,206656,16864,83467,89470
5104500,Indiavaí (MT),73489,2908,6399,36016,7108,21058
5104526,Ipiranga do Norte (MT),734374,53643,410727,26371,191242,52391
5104542,Itanhangá (MT),286927,21064,139862,10901,72322,42778
5104559,Itaúba (MT),188531,16046,79189,15461,46318,31518
5104609,Itiquira (MT),1292718,74861,570744,348726,198097,100291
5104807,Jaciara (MT),962676,110825,180510,122755,372779,175808
5104906,Jangada (MT),181238,15603,38147,29288,49299,48901
5105002,Jauru (MT),292490,13497,19408,147429,54436,57720
5105101,Juara (MT),877222,78622,142902,127446,310797,217455
5105150,Juína (MT),1090314,137349,91624,108469,500633,252239
5105176,Juruena (MT),206586,16492,21649,24843,58351,85250
5105200,Juscimeira (MT),317264,23012,88380,62714,68905,74254
5105234,Lambari D'Oeste (MT),255993,34183,117812,38023,26083,39891
5105259,Lucas do Rio Verde (MT),4463585,504403,655482,1062271,1797336,444093
5105309,Luciara (MT),30985,2034,4483,956,7682,15830
5105507,Vila Bela da Santíssima Trindade (MT),340005,25458,121104,11043,75053,107347
5105580,Marcelândia (MT),336433,27688,99954,36691,105044,67056
5105606,Matupá (MT),1006342,139700,102917,89819,567153,106754
5105622,Mirassol d'Oeste (MT),783436,68555,99592,173257,283068,158964
5105903,Nobres (MT),614079,62153,74670,218371,162718,96168
5106000,Nortelândia (MT),145098,8934,58871,10452,28933,37909
5106109,Nossa Senhora do Livramento (MT),300773,29830,37474,63820,89672,79978
5106158,Nova Bandeirantes (MT),224019,17995,44576,11902,58058,91489
5106174,Nova Nazaré (MT),77106,3867,28448,2459,11246,31086
5106182,Nova Lacerda (MT),199349,15262,53066,55578,29428,46015
5106190,Nova Santa Helena (MT),166361,16261,49906,10763,62057,27375
5106208,Nova Brasilândia (MT),77446,4970,26868,3476,14000,28132
5106216,Nova Canaã do Norte (MT),491372,32973,109031,163065,104363,81940
5106224,Nova Mutum (MT),3159438,309394,930067,483875,1125297,310805
5106232,Nova Olímpia (MT),688044,41173,189863,198039,135613,123356
5106240,Nova Ubiratã (MT),1297466,84125,819663,53174,255001,85503
5106257,Nova Xavantina (MT),657816,60503,127879,123116,220947,125370
5106265,Novo Mundo (MT),223914,16290,93703,7268,48978,57676
5106273,Novo Horizonte do Norte (MT),59111,3088,16590,2019,10762,26651
5106281,Novo São Joaquim (MT),350710,24523,204567,16208,63829,41584
5106299,Paranaíta (MT),757118,26047,50275,513481,83176,84139
5106307,Paranatinga (MT),1067726,74987,507330,95101,240313,149995
5106315,Novo Santo Antônio (MT),41547,2155,6677,1325,8397,22994
5106372,Pedra Preta (MT),839990,57903,301259,198159,170265,112404
5106422,Peixoto de Azevedo (MT),608703,55905,72223,55388,215712,209474
5106455,Planalto da Serra (MT),88808,4251,42500,7695,12609,21753
5106505,Poconé (MT),578516,48642,50696,48520,240449,190209
5106653,Pontal do Araguaia (MT),79787,3927,14013,4765,18170,38912
5106703,Ponte Branca (MT),24655,1445,3023,820,6349,13017
5106752,Pontes e Lacerda (MT),1534719,171660,87931,389043,624377,261709
5106778,Porto Alegre do Norte (MT),253031,19863,70591,16144,72872,73560
5106802,Porto dos Gaúchos (MT),511247,29362,332721,20986,83005,45174
5106828,Porto Esperidião (MT),223060,15392,49600,34995,47801,75272
5106851,Porto Estrela (MT),55138,2477,15714,5022,8765,23160
5107008,Poxoréu (MT),529580,35755,262644,31727,101351,98103
5107040,Primavera do Leste (MT),3918984,463056,738278,497361,1804358,415931
5107065,Querência (MT),1553175,146189,473823,147266,658720,127178
5107107,São José dos Quatro Marcos (MT),377385,35776,44327,29049,156475,111757
5107156,Reserva do Cabaçal (MT),38485,2250,5609,1041,8847,20739
5107180,Ribeirão Cascalheira (MT),355462,31336,143501,17168,99969,63488
5107198,Ribeirãozinho (MT),89326,4834,45674,3755,14976,20086
5107206,Rio Branco (MT),91813,7459,7185,9316,33529,34324
5107248,Santa Carmem (MT),408275,28525,208396,26445,109417,35492
5107263,Santo Afonso (MT),82580,4068,36952,2622,12346,26591
5107297,São José do Povo (MT),45523,2427,7096,1252,8140,26608
5107305,São José do Rio Claro (MT),797036,54523,304154,122685,195229,120444
5107354,São José do Xingu (MT),315191,19117,181395,10786,61257,42635
5107404,São Pedro da Cipa (MT),65410,3414,6155,11630,14390,29820
5107578,Rondolândia (MT),68434,3529,21851,3126,9518,30410
5107602,Rondonópolis (MT),11342558,1444860,273919,2816979,5334006,1472794
5107701,Rosário Oeste (MT),307031,25054,80018,18329,79162,104468
5107743,Santa Cruz do Xingu (MT),125034,7111,68761,4772,21670,22721
5107750,Salto do Céu (MT),59367,3829,16827,3282,10953,24476
5107768,Santa Rita do Trivelato (MT),515812,35622,309501,16743,123908,30037
5107776,Santa Terezinha (MT),150263,9738,55251,4583,27184,53506
5107792,Santo Antônio do Leste (MT),391012,20510,272904,14436,43421,39741
5107800,Santo Antônio do Leverger (MT),428447,28903,171289,39025,85208,104023
5107859,São Félix do Araguaia (MT),716176,46177,385881,22480,182015,79623
5107875,Sapezal (MT),2590000,212617,1263946,217916,709750,185771
5107883,Serra Nova Dourada (MT),38155,1969,14368,1106,5868,14843
5107909,Sinop (MT),6595901,893865,335845,835695,3642473,888022
5107925,Sorriso (MT),6233675,720133,1469327,756649,2694628,592938
5107941,Tabaporã (MT),477922,28254,286014,23058,77936,62661
